,book_id,goodreads_book_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,category
8107,8108,27419654,6,,,Joe Hart,2016.0,,"The Last Girl (The Dominion Trilogy, #1)",en-CA,3.77,14487,440,1150,3837,5508,4071,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8108,8109,23753,5,1401210821,9781401210820.0,"Neil Gaiman, Mike Dringenberg, Chris Bachalo, Michael Zulli, Kelly Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Parkhouse, Daniel Vozzo, Lee Loughridge, Steve Oliff, Todd Klein, Dave McKean, Sam Kieth",2006.0,"The Absolute Sandman, Volume One","The Absolute Sandman, Volume One",eng,4.65,13401,72,128,684,2744,10098,https://images.gr-assets.com/books/1312226853m/23753.jpg,https://images.gr-assets.com/books/1312226853s/23753.jpg,
8109,8110,13184992,7,,,Kristen Ashley,2011.0,,"Rock Chick Regret (Rock Chick, #7)",eng,4.55,24846,108,244,1613,6894,16191,https://images.gr-assets.com/books/1328300035m/13184992.jpg,https://images.gr-assets.com/books/1328300035s/13184992.jpg,
8110,8111,11831,40,0-689863624,9780689863620.0,Cynthia Voigt,1982.0,"Dicey's Song (Tillerman Family, #2)","Dicey's Song (Tillerman Cycle, #2)",eng,3.94,14926,348,816,3573,5623,5323,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8111,8112,763429,4,1582408254,9781582408260.0,"Robert Kirkman, Charlie Adlard, Cliff Rathburn, Rus Wooton",2007.0,The Walking Dead. Book Three,"The Walking Dead, Book Three (The Walking Dead #25-36)",eng,4.43,12384,54,172,1230,3938,7075,https://images.gr-assets.com/books/1426446934m/763429.jpg,https://images.gr-assets.com/books/1426446934s/763429.jpg,
8112,8113,16299991,50,,,Morgan Rice,2012.0,,"A Quest of Heroes (The Sorcerer's Ring, #1)",eng,3.46,12368,1190,1663,3296,3553,3180,https://images.gr-assets.com/books/1392626603m/16299991.jpg,https://images.gr-assets.com/books/1392626603s/16299991.jpg,
8113,8114,9998,90,0-679733787,9780679733780.0,"Kōbō Abe, E. Dale Saunders",1962.0,砂の女 [Suna no onna],The Woman in the Dunes,eng,3.91,11467,264,838,3046,5523,4215,https://images.gr-assets.com/books/1361254930m/9998.jpg,https://images.gr-assets.com/books/1361254930s/9998.jpg,
8114,8115,77298,119,0-140248927,9780140248920.0,"Mario Vargas Llosa, Helen R. Lane",1977.0,La tía Julia y el escribidor,Aunt Julia and the Scriptwriter,eng,3.9,9228,163,660,2947,5075,3539,https://images.gr-assets.com/books/1327993472m/77298.jpg,https://images.gr-assets.com/books/1327993472s/77298.jpg,
8115,8116,25005214,10,0-062422960,9780062422960.0,Victoria Aveyard,2015.0,Queen Song,"Queen Song (Red Queen, #0.1)",,3.74,12436,746,921,3569,4267,4059,https://images.gr-assets.com/books/1437677533m/25005214.jpg,https://images.gr-assets.com/books/1437677533s/25005214.jpg,
8116,8117,22418,14,1563895684,9781563895680.0,"Warren Ellis, Darick Robertson, Rodney Ramos",1999.0,"Transmetropolitan, Vol. 3: Year of the Bastard","Transmetropolitan, Vol. 3: Year of the Bastard (Transmetropolitan, #3)",eng,4.4,12188,172,292,1255,3786,7530,https://images.gr-assets.com/books/1452027011m/22418.jpg,https://images.gr-assets.com/books/1452027011s/22418.jpg,
8117,8118,25104491,6,,,James  Hankins,2015.0,,The Prettiest One,eng,3.66,10609,406,939,2972,3870,2478,https://images.gr-assets.com/books/1441065786m/25104491.jpg,https://images.gr-assets.com/books/1441065786s/25104491.jpg,
8118,8119,18163646,16,,,Amy Zhang,2014.0,Falling Into Place,Falling into Place,,3.88,12411,307,887,3387,4896,4442,https://images.gr-assets.com/books/1393613084m/18163646.jpg,https://images.gr-assets.com/books/1393613084s/18163646.jpg,
8119,8120,56594,18,0-060688246,9780060688240.0,"Sheldon Vanauken, C.S. Lewis",1977.0,A Severe Mercy,"A Severe Mercy: A Story of Faith, Tragedy and Triumph",en-US,4.32,11207,177,360,1363,3329,6359,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8120,8121,9862761,30,0-307265722,9780307265720.0,Charles C. Mann,2011.0,1493: Uncovering the New World Columbus Created,1493: Uncovering the New World Columbus Created,en-GB,4.05,10963,238,496,2129,4615,4481,https://images.gr-assets.com/books/1327900945m/9862761.jpg,https://images.gr-assets.com/books/1327900945s/9862761.jpg,
8121,8122,9429531,20,0-758254091,9780758254090.0,Anna Jean Mayhew,2011.0,The Dry Grass of August,The Dry Grass of August,,3.82,12446,160,722,3615,5921,3061,https://images.gr-assets.com/books/1327170212m/9429531.jpg,https://images.gr-assets.com/books/1327170212s/9429531.jpg,
8122,8123,12107927,9,0-545298431,9780545298440.0,Linda Sue Park,2012.0,,"Trust No One (The 39 Clues: Cahills vs. Vespers, #5)",eng,4.2,11768,176,377,2219,3295,5933,https://images.gr-assets.com/books/1358266266m/12107927.jpg,https://images.gr-assets.com/books/1358266266s/12107927.jpg,
8123,8124,10365343,27,0-385528078,9780385528080.0,Colson Whitehead,2010.0,,Zone One,eng,3.25,12370,1015,2302,4488,4284,1756,https://images.gr-assets.com/books/1327888785m/10365343.jpg,https://images.gr-assets.com/books/1327888785s/10365343.jpg,
8124,8125,5981872,30,0-843960434,9780843960430.0,Jennifer Ashley,2009.0,The Madness of Lord Ian Mackenzie,"The Madness of Lord Ian Mackenzie (Mackenzies & McBrides, #1)",eng,4.07,19932,556,1068,3819,7596,9121,https://images.gr-assets.com/books/1322336718m/5981872.jpg,https://images.gr-assets.com/books/1322336718s/5981872.jpg,
8125,8126,127712,32,0-099453452,9780099453450.0,Stephen Hunter,1993.0,Point of Impact,"Point of Impact (Bob Lee Swagger, #1)",eng,4.26,10318,133,265,1463,4666,5565,https://images.gr-assets.com/books/1315656617m/127712.jpg,https://images.gr-assets.com/books/1315656617s/127712.jpg,
8126,8127,6193,89,009947915X,9780099479150.0,J.M. Coetzee,1983.0,Life & Times of Michael K.,Life and Times of Michael K,,3.85,10647,239,775,3004,4840,3388,https://images.gr-assets.com/books/1327203650m/6193.jpg,https://images.gr-assets.com/books/1327203650s/6193.jpg,
8127,8128,16948,21,044900483X,9780449004840.0,Mary Doria Russell,1998.0,Children of God,"Children of God (The Sparrow, #2)",eng,4.05,12938,113,557,2685,5856,4798,https://images.gr-assets.com/books/1373509005m/16948.jpg,https://images.gr-assets.com/books/1373509005s/16948.jpg,
8128,8129,20438825,8,,,Kendra Elliot,2014.0,,Vanished (Callahan & McLane #1),eng,4.07,11824,231,484,2231,4989,4727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8129,8130,1776251,12,0-718152433,9780718152440.0,Jamie Oliver,2007.0,Jamie at Home: Cook Your Way to the Good Life,Jamie at Home: Cook Your Way to the Good Life,,4.09,10588,123,380,2246,3712,4326,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8130,8131,41701,77,0-425197395,9780425197390.0,Clive Cussler,1973.0,The Mediterranean Caper,"The Mediterranean Caper (Dirk Pitt, #2)",eng,3.75,13139,199,997,4703,5454,3619,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8131,8132,18892,64,0-451454243,9780451454250.0,"Marion Zimmer Bradley, Diana L. Paxson",1993.0,The Forest House,"The Forest House (Avalon, #2)",eng,3.85,13951,173,894,4272,5825,4213,https://images.gr-assets.com/books/1319444215m/18892.jpg,https://images.gr-assets.com/books/1319444215s/18892.jpg,
8132,8133,37302,35,0-743484193,9780743484190.0,John Sandford,1999.0,Certain Prey,"Certain Prey (Lucas Davenport, #10)",eng,4.2,12320,49,181,2196,6279,5552,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8133,8134,478657,28,0-425210812,9780425210820.0,MaryJanice Davidson,2005.0,Undead and Unreturnable,"Undead and Unreturnable (Undead, #4)",en-US,3.89,18700,160,958,5811,7202,5941,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8134,8135,96594,27,0-441014763,9780441014770.0,Jack Campbell,2007.0,"Fearless (The Lost Fleet, #2)","Fearless (The Lost Fleet, #2)",,3.97,12733,71,481,3313,6537,4075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8135,8136,820956,20,0-553578553,9780553578550.0,Sara Donati,2000.0,Dawn on a Distant Shore,"Dawn on a Distant Shore (Wilderness, #2)",en-US,4.19,11461,97,329,2032,5061,5471,https://images.gr-assets.com/books/1403186902m/820956.jpg,https://images.gr-assets.com/books/1403186902s/820956.jpg,
8136,8137,25828204,11,,,Tarryn Fisher,2015.0,,F*ck Love,,4.13,12203,320,749,2434,4958,6819,https://images.gr-assets.com/books/1449432878m/25828204.jpg,https://images.gr-assets.com/books/1449432878s/25828204.jpg,
8137,8138,27864391,62,,9781474601570.0,David Ebershoff,2000.0,The Danish Girl,The Danish Girl,eng,3.74,8292,239,927,4006,5842,2970,https://images.gr-assets.com/books/1451790312m/27864391.jpg,https://images.gr-assets.com/books/1451790312s/27864391.jpg,
8138,8139,17675031,28,0-525426361,9780525426360.0,"Esther Earl, Lori Earl, Wayne Earl, John Green",2014.0,,This Star Won't Go Out: The Life and Words of Esther Grace Earl,eng,4.19,12887,298,636,2151,3958,7003,https://images.gr-assets.com/books/1392015126m/17675031.jpg,https://images.gr-assets.com/books/1392015126s/17675031.jpg,
8139,8140,5481,80,0-060898526,9780060898530.0,Aldous Huxley,1958.0,Brave New World Revisited ,Brave New World Revisited ,en-US,3.93,11073,231,691,2765,4567,4032,https://images.gr-assets.com/books/1410136964m/5481.jpg,https://images.gr-assets.com/books/1410136964s/5481.jpg,
8140,8141,40483,124,0-345301110,9780345301120.0,"Pauline Réage, Sabine d'Estree",1954.0,Histoire d'O,Story of O (Story of O #1),eng,3.34,10922,1129,2193,4235,3781,2721,https://images.gr-assets.com/books/1464369941m/40483.jpg,https://images.gr-assets.com/books/1464369941s/40483.jpg,
8141,8142,45106,27,0-060757639,9780060757630.0,Robin Hobb,2006.0,Forest Mage,"Forest Mage (Soldier Son, #2)",en-US,3.35,11953,750,2104,4570,3850,2268,https://images.gr-assets.com/books/1446012746m/45106.jpg,https://images.gr-assets.com/books/1446012746s/45106.jpg,
8142,8143,425124,53,0-380726297,9780380726300.0,Dennis Lehane,1997.0,Sacred,"Sacred (Kenzie & Gennaro, #3)",,3.94,12247,63,375,3379,6769,3525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8143,8144,18799585,16,,,Kendra Elliot,2012.0,Hidden ,Hidden (Bone Secrets. #1),eng,3.98,8758,251,680,2882,5210,4722,https://images.gr-assets.com/books/1386936783m/18799585.jpg,https://images.gr-assets.com/books/1386936783s/18799585.jpg,
8144,8145,29104680,5,,,Penelope Douglas,2016.0,Punk 57,Punk 57,,4.22,12748,260,626,2224,5648,7945,https://images.gr-assets.com/books/1466189204m/29104680.jpg,https://images.gr-assets.com/books/1466189204s/29104680.jpg,
8145,8146,337623,49,0-425138232,9780425138240.0,Jack Higgins,1992.0,Eye of the Storm,"Eye of the Storm (Sean Dillon, #1)",eng,3.96,11724,136,457,2974,4873,3762,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8146,8147,17835351,2,,,Sean Patrick,2013.0,Nikola Tesla: Imagination and the Man That Invented the 20th Century,Nikola Tesla: Imagination and the Man That Invented the 20th Century,eng,3.79,13584,514,1191,3142,4568,4189,https://images.gr-assets.com/books/1366561721m/17835351.jpg,https://images.gr-assets.com/books/1366561721s/17835351.jpg,
8147,8148,23221,41,0-060880120,9780060880120.0,Meg Cabot,2006.0,How to Be Popular,How to Be Popular,eng,3.54,18568,511,2279,6843,6018,3983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8148,8149,7707,13,0-451530098,9780451530100.0,"George Bernard Shaw, Alan Jay Lerner",1956.0,Pygmalion and My Fair Lady (50th Anniversary Edition) (Signet Classics (Paperback)),Pygmalion & My Fair Lady,,4.24,13318,133,380,2146,4225,6576,https://images.gr-assets.com/books/1327891970m/7707.jpg,https://images.gr-assets.com/books/1327891970s/7707.jpg,
8149,8150,22028,71,0-345432401,9780345432410.0,Mario Puzo,1999.0,Omertà,Omerta,eng,3.68,10538,182,898,3724,4151,2422,https://images.gr-assets.com/books/1327867034m/22028.jpg,https://images.gr-assets.com/books/1327867034s/22028.jpg,
8150,8151,12157365,12,0-062103733,9780062103730.0,Elizabeth Norris,2012.0,Unraveling,"Unraveling (Unraveling, #1)",en-US,3.84,16361,649,1321,4130,5495,5865,https://images.gr-assets.com/books/1337474732m/12157365.jpg,https://images.gr-assets.com/books/1337474732s/12157365.jpg,
8151,8152,265264,49,0-330311735,9780330311730.0,Richard Bach,1988.0,One,One,,3.94,9349,237,666,2407,3428,3800,https://images.gr-assets.com/books/1356137029m/265264.jpg,https://images.gr-assets.com/books/1356137029s/265264.jpg,
8152,8153,37187,44,0-763618985,9780763618990.0,Kate DiCamillo,2001.0,The Tiger Rising,The Tiger Rising,eng,3.78,14832,323,1198,4365,5496,4243,https://images.gr-assets.com/books/1479692331m/37187.jpg,https://images.gr-assets.com/books/1479692331s/37187.jpg,
8153,8154,28734,17,0-886774268,9780886774260.0,Mercedes Lackey,1990.0,Magic's Price,Magic's Price (Valdemar: Last Herald-Mage #3),eng,4.26,17108,138,503,2703,5466,8749,https://images.gr-assets.com/books/1478489331m/28734.jpg,https://images.gr-assets.com/books/1478489331s/28734.jpg,
8154,8155,11970747,12,,,George R.R. Martin,1998.0,The Hedge Knight,"The Hedge Knight (The Tales of Dunk and Egg, #1)",eng,4.23,14003,53,194,2064,6132,5943,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8155,8156,527744,180,0-425173909,9780425173910.0,Agatha Christie,1953.0,After the Funeral ,"After the Funeral (Hercule Poirot, #29)",eng,3.84,13569,62,688,5048,6925,3925,https://images.gr-assets.com/books/1384881992m/527744.jpg,https://images.gr-assets.com/books/1384881992s/527744.jpg,
8156,8157,160848,22,1582404976,9781582404970.0,"Mark Millar, J.G. Jones, Brian K. Vaughan",2005.0,Wanted,Wanted,,3.71,11462,695,1102,2797,3535,3699,https://images.gr-assets.com/books/1355855954m/160848.jpg,https://images.gr-assets.com/books/1355855954s/160848.jpg,
8157,8158,13614,31,1421506297,9781421506300.0,"Tsugumi Ohba, Takeshi Obata",2005.0,デスノート #8 (Desu Nōto) Mato (的),"Death Note, Vol. 8: Target (Death Note, #8)",eng,4.27,14494,124,497,2266,4318,7676,https://images.gr-assets.com/books/1487897453m/13614.jpg,https://images.gr-assets.com/books/1487897453s/13614.jpg,
8158,8159,103111,26,0-785122133,9780785122140.0,"Chris Claremont, John Byrne",1983.0,,X-Men: The Dark Phoenix Saga,eng,4.26,11113,87,349,1803,3995,6001,https://images.gr-assets.com/books/1409504820m/103111.jpg,https://images.gr-assets.com/books/1409504820s/103111.jpg,
8159,8160,12617,25,0-375714499,9780375714500.0,"Noam Chomsky, Edward S. Herman",1988.0,Manufacturing Consent: The Political Economy of the Mass Media,Manufacturing Consent: The Political Economy of the Mass Media,eng,4.22,10301,127,332,1556,3936,5036,https://images.gr-assets.com/books/1222383663m/12617.jpg,https://images.gr-assets.com/books/1222383663s/12617.jpg,
8160,8161,19307,68,0-670557110,9780670557110.0,"Astrid Lindgren, Gerry Bothmer",1948.0,Pippi Långstrump i Söderhavet,Pippi in the South Seas,en-US,4.1,13911,213,553,3072,4735,6368,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8161,8162,12923,361,0-192834401,9780192834410.0,Horace Walpole,1764.0,,The Castle of Otranto,eng,3.18,12921,766,3006,6662,3899,1748,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8162,8163,40471,34,0-330314920,9780330314920.0,Cormac McCarthy,1968.0,Outer Dark,Outer Dark,,3.88,9172,117,552,2737,4989,2851,https://images.gr-assets.com/books/1356452527m/40471.jpg,https://images.gr-assets.com/books/1356452527s/40471.jpg,
8163,8164,16175040,21,,,Kresley Cole,2013.0,Endless Knight ,"Endless Knight (The Arcana Chronicles, #2)",eng,4.39,14677,151,388,1945,5415,10166,https://images.gr-assets.com/books/1369329231m/16175040.jpg,https://images.gr-assets.com/books/1369329231s/16175040.jpg,
8164,8165,40992,11,0-312890176,9780312890180.0,Gene Wolfe,1994.0,Shadow & Claw,Shadow & Claw (The Book of the New Sun #1-2),eng,4.04,11282,382,919,2124,3759,5582,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8165,8166,23503361,19,0-812995228,9780812995220.0,Julia Pierpont,2015.0,Parmi les dix milliers de choses,Among the Ten Thousand Things,eng,2.84,8458,1083,2630,3554,1658,788,https://images.gr-assets.com/books/1464907467m/23503361.jpg,https://images.gr-assets.com/books/1464907467s/23503361.jpg,
8166,8167,10878,23,0-743250451,9780743250450.0,Hunter S. Thompson,1979.0,The Great Shark Hunt: Strange Tales from a Strange Time,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)",en-US,4.07,9953,35,287,2210,4543,3677,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8167,8168,47730,13,0-395957761,9780395957770.0,"Anne Sexton, Maxine Kumin",1981.0,The Complete Poems: Anne Sexton,The Complete Poems,en-US,4.28,11888,117,303,1680,4089,6075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8168,8169,11830394,24,0-316098124,9780316098120.0,Kim Stanley Robinson,2012.0,2312,2312,eng,3.43,10042,675,1648,3688,3975,2111,https://images.gr-assets.com/books/1405778758m/11830394.jpg,https://images.gr-assets.com/books/1405778758s/11830394.jpg,
8169,8170,119838,20,0-689806981,9780689806990.0,Sharon M. Draper,1994.0,Tears of a Tiger,"Tears of a Tiger (Hazelwood High, #1)",eng,4.16,11266,266,583,1875,3293,5764,https://images.gr-assets.com/books/1348102787m/119838.jpg,https://images.gr-assets.com/books/1348102787s/119838.jpg,
8170,8171,6287290,35,0-061231428,9780061231420.0,James Rollins,2009.0,Altar of Eden,Altar of Eden,en-US,4.01,12250,124,567,3092,5420,4682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8171,8172,1011359,16,1591169909,9781591169900.0,Bisco Hatori,2003.0,桜蘭高校ホスト部 2,"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)",eng,4.46,14350,78,239,1618,3607,8962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8172,8173,176326,20,0-810949148,9780810949140.0,"Michael Buckley, Peter Ferguson",2006.0,The Problem Child,"The Problem Child (The Sisters Grimm, #3)",en-US,4.27,15353,109,343,2459,5366,7854,https://images.gr-assets.com/books/1349015533m/176326.jpg,https://images.gr-assets.com/books/1349015533s/176326.jpg,
8173,8174,1206073,17,0-195170342,195170342.0,David Hackett Fischer,2003.0,Washington's Crossing,Washington's Crossing,eng,4.11,10445,226,493,1905,3593,4776,https://images.gr-assets.com/books/1353284022m/1206073.jpg,https://images.gr-assets.com/books/1353284022s/1206073.jpg,
8174,8175,4830,65,0-679783482,9780679783480.0,Salman Rushdie,2005.0,Shalimar the Clown,Shalimar the Clown,eng,3.86,10396,200,707,2670,4514,3140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8175,8176,8745,81,0-688172377,9780688172370.0,"Waris Dirie, Cathleen Miller",1998.0,Desert Flower: The Extraordinary Journey of a Desert Nomad,Desert Flower,eng,4.09,9609,84,477,2437,5078,4824,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8176,8177,615921,29,0-345467817,9780345467810.0,Eric S. Nylund,2003.0,First Strike,Halo: First Strike,en-GB,4.12,9670,55,352,1978,4010,4153,https://images.gr-assets.com/books/1320418133m/615921.jpg,https://images.gr-assets.com/books/1320418133s/615921.jpg,
8177,8178,16117182,7,,,Natasha Preston,2013.0,Broken Silence,"Broken Silence (Silence, #2)",eng,4.14,8280,189,603,2243,3971,5770,https://images.gr-assets.com/books/1388207146m/16117182.jpg,https://images.gr-assets.com/books/1388207146s/16117182.jpg,
8178,8179,4076,38,1861977166,9781861977170.0,"Tom Peters, Robert H. Waterman Jr.",1982.0,In Search of Excellence,In Search of Excellence: Lessons from America's Best-Run Companies,,3.91,9469,267,636,2254,3544,3420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8179,8180,17899392,50,0-316239992,9780316240000.0,"James Patterson, Emily Raymond",2013.0,First Love,First Love,,3.76,9890,380,1198,3461,4443,3849,https://images.gr-assets.com/books/1408925704m/17899392.jpg,https://images.gr-assets.com/books/1408925704s/17899392.jpg,
8180,8181,107029,5,1401204457,9781401204460.0,"Bill Finger, Gardner F. Fox, Bob Kane, Jerry Robinson, Sheldon Moldoff",2005.0,Batman Chronicles: Volume 1,"The Batman Chronicles, Vol. 1",en-US,3.99,9593,458,583,1821,2501,4298,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8181,8182,12878300,16,0-307730697,9780307730700.0,Eric Blehm,2012.0,,Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,,4.53,7793,95,183,797,2312,6995,https://images.gr-assets.com/books/1351386173m/12878300.jpg,https://images.gr-assets.com/books/1351386173s/12878300.jpg,
8182,8183,7879278,10,1434764338,9781434764330.0,Lisa Tawn Bergren,2011.0,Waterfall,"Waterfall (River of Time, #1)",en-US,4.04,15884,603,930,2970,5171,7354,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8183,8184,20890479,42,0-385682824,9780385682820.0,Rachel Joyce,2014.0,The Love Song of Miss Queenie Hennessy,"The Love Song of Miss Queenie Hennessy (Harold Fry, #2)",eng,4.04,10730,164,549,2663,5956,4770,https://images.gr-assets.com/books/1403202599m/20890479.jpg,https://images.gr-assets.com/books/1403202599s/20890479.jpg,
8184,8185,15559,35,0-345435753,9780345435750.0,Terry Brooks,2002.0,Morgawr ,"Morgawr (The Voyage of the Jerle Shannara, #3)",eng,3.96,12797,94,636,3371,5070,4354,https://images.gr-assets.com/books/1341521219m/15559.jpg,https://images.gr-assets.com/books/1341521219s/15559.jpg,
8185,8186,116053,62,0-340752459,9780340752460.0,Rosamunde Pilcher,1990.0,September,September,eng,4.12,12412,95,408,2683,5224,5377,https://images.gr-assets.com/books/1420776195m/116053.jpg,https://images.gr-assets.com/books/1420776195s/116053.jpg,
8186,8187,4808763,12,1884214495,9781884214490.0,"Isaac Asimov, Bob E. Flick, Jim Gallant",1956.0,The Last Question (When the World Ends),The Last Question,eng,4.58,11762,50,146,819,3039,8597,https://images.gr-assets.com/books/1274107046m/4808763.jpg,https://images.gr-assets.com/books/1274107046s/4808763.jpg,
8187,8188,52783,80,0-140189424,9780140189420.0,"Saul Bellow, Luciano Bianciardi",1959.0,Henderson the Rain King,Henderson the Rain King,eng,3.79,11226,365,977,2946,4107,3533,https://images.gr-assets.com/books/1297116277m/52783.jpg,https://images.gr-assets.com/books/1297116277s/52783.jpg,
8188,8189,9654,94,0-451209435,9780451209440.0,Erica Jong,1973.0,Fear of Flying,Fear of Flying,en-US,3.44,13061,715,1953,5003,4508,2753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8189,8190,9349915,34,0-316176044,9780316176040.0,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",2011.0,Red Riding Hood,Red Riding Hood,en-US,3.51,14220,924,2096,4997,4608,3857,https://images.gr-assets.com/books/1344267754m/9349915.jpg,https://images.gr-assets.com/books/1344267754s/9349915.jpg,
8190,8191,4765642,11,9381626715,9789381626720.0,Rashmi Bansal,2008.0,Stay Hungry Stay Foolish,Stay Hungry Stay Foolish,eng,3.62,8598,190,735,3015,3419,1633,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
8191,8192,6694,75,0-140568190,9780140568200.0,"Roald Dahl, Quentin Blake",1985.0,The Giraffe and the Pelly and Me,The Giraffe and the Pelly and Me,eng,3.8,14180,126,1059,5264,5628,4412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,
